accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.8592870831489563,0.9269881248474121,0.39019274711608887,0.9318749904632568,0.9773421287536621,0.24233336746692657,0.0010000000474974513
0.941525936126709,0.9799118638038635,0.2037118822336197,0.9556249976158142,0.9861922264099121,0.1616523414850235,0.0010000000474974513
0.9541901350021362,0.9864568114280701,0.15425409376621246,0.9618750214576721,0.9884664416313171,0.13624775409698486,0.0010000000474974513
0.9616948366165161,0.9887365102767944,0.1336168795824051,0.9662500023841858,0.9896101355552673,0.12325341999530792,0.0010000000474974513
0.9629455804824829,0.9895235896110535,0.1231413260102272,0.9668750166893005,0.990901529788971,0.11355321109294891,0.0010000000474974513
0.9666979312896729,0.9914538860321045,0.11097081005573273,0.9706249833106995,0.9911960959434509,0.10796040296554565,0.0010000000474974513
0.9701375961303711,0.9923427700996399,0.10252746939659119,0.9681249856948853,0.9912413954734802,0.10469967126846313,0.0010000000474974513
0.9709193110466003,0.9925840497016907,0.10054606944322586,0.971875011920929,0.9919069409370422,0.10087841004133224,0.0010000000474974513
0.9717010855674744,0.992102861404419,0.09878411889076233,0.9706249833106995,0.9921484589576721,0.09953263401985168,0.0010000000474974513
0.9710756540298462,0.9931284189224243,0.09555034339427948,0.9725000262260437,0.9921976327896118,0.0961105152964592,0.0010000000474974513
0.9724828004837036,0.992983877658844,0.09212938696146011,0.9731249809265137,0.9923116564750671,0.09420789033174515,0.0010000000474974513
0.9746716618537903,0.993363082408905,0.09029365330934525,0.9775000214576721,0.9925937056541443,0.09265873581171036,0.0010000000474974513
0.9751406908035278,0.993721067905426,0.08781321346759796,0.9750000238418579,0.9927483201026917,0.09132317453622818,0.0010000000474974513
0.9735772609710693,0.9940980076789856,0.08739015460014343,0.9762499928474426,0.9930460453033447,0.08952335268259048,0.0010000000474974513
0.9774859547615051,0.9943057894706726,0.08313493430614471,0.9743750095367432,0.993217945098877,0.08823733031749725,0.0010000000474974513
0.974984347820282,0.9941076040267944,0.08529091626405716,0.9768750071525574,0.9933672547340393,0.08591601997613907,0.0010000000474974513
0.9752970337867737,0.994428813457489,0.0823640450835228,0.9762499928474426,0.993501603603363,0.08462951332330704,0.0010000000474974513
0.9773295521736145,0.9936858415603638,0.08102045953273773,0.9775000214576721,0.993716299533844,0.08313179016113281,0.0010000000474974513
0.9759224653244019,0.9941837191581726,0.08078721165657043,0.9768750071525574,0.993864893913269,0.08221384137868881,0.0010000000474974513
0.9774859547615051,0.9942213892936707,0.07860768586397171,0.9775000214576721,0.993815541267395,0.0818450078368187,0.0010000000474974513
0.9773295521736145,0.9944777488708496,0.07852967083454132,0.9781249761581421,0.9939296245574951,0.08083011955022812,0.0010000000474974513
0.9782676696777344,0.994546115398407,0.07878963649272919,0.9768750071525574,0.9940351247787476,0.07969316840171814,0.0010000000474974513
0.9793621301651001,0.9944419860839844,0.07663466036319733,0.9787499904632568,0.9938219785690308,0.07810614258050919,0.0010000000474974513
0.9785803556442261,0.9945294260978699,0.07866927236318588,0.9781249761581421,0.993579626083374,0.07993405312299728,0.0010000000474974513
0.9782676696777344,0.9947885870933533,0.07667353749275208,0.9800000190734863,0.9936648011207581,0.07864174991846085,0.0010000000474974513
0.9792057275772095,0.9949445724487305,0.0733429566025734,0.9806249737739563,0.9938390851020813,0.07751908153295517,0.0010000000474974513
0.9798311591148376,0.9948046207427979,0.0725303441286087,0.9793750047683716,0.993991494178772,0.0764361321926117,0.0010000000474974513
0.980456531047821,0.9950036406517029,0.0704268291592598,0.9787499904632568,0.9939663410186768,0.07714398950338364,0.0010000000474974513
0.9815509915351868,0.9948390126228333,0.07025661319494247,0.981249988079071,0.994100034236908,0.07388709485530853,0.0010000000474974513
0.9829580783843994,0.9949951767921448,0.06874430924654007,0.9793750047683716,0.9945657253265381,0.07435888051986694,0.0010000000474974513
0.9799875020980835,0.9949110746383667,0.07243474572896957,0.9793750047683716,0.9943984150886536,0.07552069425582886,0.0010000000474974513
0.9826453924179077,0.9955005645751953,0.06897073239088058,0.9806249737739563,0.9944522380828857,0.07433831691741943,0.0010000000474974513
0.9813946485519409,0.9951168894767761,0.07069197297096252,0.981249988079071,0.9940961003303528,0.0739276260137558,0.0010000000474974513
0.9821763634681702,0.9958750009536743,0.06660497188568115,0.981249988079071,0.9941998720169067,0.07247669249773026,0.0010000000474974513
0.9809255599975586,0.9955034852027893,0.06777187436819077,0.9806249737739563,0.9942929148674011,0.0722765177488327,0.0010000000474974513
0.9807692170143127,0.995216965675354,0.06860756129026413,0.9818750023841858,0.9947476387023926,0.07158560305833817,0.0010000000474974513
0.9824890494346619,0.9950219392776489,0.0691835805773735,0.9825000166893005,0.9946836233139038,0.0719679743051529,0.0010000000474974513
0.9838961958885193,0.9957292079925537,0.0653708204627037,0.9818750023841858,0.9940515160560608,0.0737052634358406,0.0010000000474974513
0.9818636775016785,0.9956852197647095,0.06640662252902985,0.981249988079071,0.9941875338554382,0.07242600619792938,0.0010000000474974513
0.9817073345184326,0.9958422780036926,0.06469558924436569,0.9806249737739563,0.9945811629295349,0.07271655648946762,0.0010000000474974513
0.9824890494346619,0.9953706860542297,0.06552330404520035,0.9818750023841858,0.994402289390564,0.07013468444347382,0.0010000000474974513
0.9826453924179077,0.9956653118133545,0.0645994246006012,0.981249988079071,0.994352400302887,0.07083742320537567,0.0010000000474974513
0.9835835099220276,0.9951326251029968,0.0652572438120842,0.9818750023841858,0.9944820404052734,0.06963054835796356,0.0010000000474974513
0.982332706451416,0.9955834150314331,0.06372539699077606,0.9818750023841858,0.9943960309028625,0.0692572146654129,0.0010000000474974513
0.9840525388717651,0.9955468773841858,0.062298115342855453,0.9793750047683716,0.9940874576568604,0.07271615415811539,0.0010000000474974513
0.9829580783843994,0.995564341545105,0.06478376686573029,0.981249988079071,0.9944133162498474,0.06966909766197205,0.0010000000474974513
0.982332706451416,0.9957003593444824,0.0638270378112793,0.981249988079071,0.9945234656333923,0.0682968720793724,0.0010000000474974513
0.982332706451416,0.995276927947998,0.06529869139194489,0.9825000166893005,0.9943101406097412,0.06991353631019592,0.0010000000474974513
0.9826453924179077,0.9959444999694824,0.06230640783905983,0.9818750023841858,0.9944023489952087,0.06888701766729355,0.0010000000474974513
0.9834271669387817,0.9959210157394409,0.061277855187654495,0.981249988079071,0.9944593906402588,0.06821570545434952,0.0010000000474974513
0.9854596853256226,0.9962236881256104,0.060272715985774994,0.9818750023841858,0.9944149255752563,0.06894496083259583,0.0010000000474974513
0.9835835099220276,0.9957586526870728,0.06296537816524506,0.9806249737739563,0.994489848613739,0.06773743778467178,0.0010000000474974513
0.9843652248382568,0.9960446357727051,0.059772517532110214,0.981249988079071,0.9943258762359619,0.06913996487855911,0.0010000000474974513
0.9846779108047485,0.9960653781890869,0.059802982956171036,0.9818750023841858,0.9944233894348145,0.06826241314411163,0.0010000000474974513
0.9856160283088684,0.9962226152420044,0.05841256305575371,0.9806249737739563,0.994460940361023,0.06772209703922272,0.0010000000474974513
0.9845215678215027,0.9961217641830444,0.05845864489674568,0.9818750023841858,0.994603157043457,0.06728748232126236,0.0010000000474974513
0.9817073345184326,0.9959020018577576,0.061089567840099335,0.9825000166893005,0.9944055080413818,0.06782162189483643,0.0010000000474974513
0.9846779108047485,0.9957827925682068,0.06049783527851105,0.981249988079071,0.9943843483924866,0.0690930113196373,0.0010000000474974513
0.9848342537879944,0.996127188205719,0.058449696749448776,0.981249988079071,0.9945414066314697,0.06724328547716141,0.0010000000474974513
0.9843652248382568,0.9958918690681458,0.05971197411417961,0.981249988079071,0.9940367341041565,0.06862928718328476,0.0010000000474974513
0.9853033423423767,0.9963470697402954,0.05792902782559395,0.981249988079071,0.9946436882019043,0.06691695749759674,0.0010000000474974513
0.9837398529052734,0.9957358241081238,0.05829513818025589,0.9825000166893005,0.9943655729293823,0.06792820245027542,0.0010000000474974513
0.9856160283088684,0.9959557056427002,0.05854729190468788,0.9818750023841858,0.9946030974388123,0.06609746813774109,0.0010000000474974513
0.9848342537879944,0.9959995746612549,0.057897813618183136,0.9818750023841858,0.9946687817573547,0.06517768651247025,0.0010000000474974513
0.9843652248382568,0.9963058233261108,0.0589839406311512,0.9806249737739563,0.9947172999382019,0.06497760862112045,0.0010000000474974513
0.9840525388717651,0.9960815906524658,0.0592394582927227,0.9806249737739563,0.9947991967201233,0.06406362354755402,0.0010000000474974513
0.9854596853256226,0.99649977684021,0.05552371218800545,0.9825000166893005,0.99433434009552,0.0692095160484314,0.0010000000474974513
0.9851469397544861,0.9959136247634888,0.05867840349674225,0.981249988079071,0.9945757389068604,0.06697948276996613,0.0010000000474974513
0.9849905967712402,0.9961996674537659,0.05951043590903282,0.9818750023841858,0.9941930770874023,0.0659836009144783,0.0010000000474974513
0.9856160283088684,0.9960886836051941,0.05640636011958122,0.981249988079071,0.9942594766616821,0.06477990746498108,0.0010000000474974513
0.9846779108047485,0.9967383146286011,0.055313531309366226,0.9825000166893005,0.9941477179527283,0.06520912796258926,0.0010000000474974513
0.9867104291915894,0.9967671036720276,0.053693752735853195,0.9818750023841858,0.9941765666007996,0.0654274970293045,0.0005000000237487257
0.9849905967712402,0.9964890480041504,0.05605632811784744,0.9818750023841858,0.994168758392334,0.06555746495723724,0.0005000000237487257
0.9868667721748352,0.9969400763511658,0.0530427061021328,0.9825000166893005,0.9941649436950684,0.06544360518455505,0.0005000000237487257
0.9862414002418518,0.9963528513908386,0.05447215586900711,0.9825000166893005,0.9941210746765137,0.06612611562013626,0.0005000000237487257
0.9834271669387817,0.9969765543937683,0.055491190403699875,0.9831249713897705,0.9942203164100647,0.0643598884344101,0.0005000000237487257
