accuracy,auc,loss,val_accuracy,val_auc,val_loss,learning_rate
0.8775797486305237,0.9493599534034729,0.3149000406265259,0.9275000095367432,0.9756218194961548,0.20861239731311798,0.0010000000474974513
0.9352720379829407,0.9786179661750793,0.18628539144992828,0.9362499713897705,0.9824265241622925,0.16960778832435608,0.0010000000474974513
0.9451219439506531,0.9827759861946106,0.16206851601600647,0.949999988079071,0.9859304428100586,0.14824634790420532,0.0010000000474974513
0.9505941271781921,0.9854479432106018,0.14805659651756287,0.956250011920929,0.9882218837738037,0.13430990278720856,0.0010000000474974513
0.9521576166152954,0.9867711663246155,0.13923412561416626,0.9606249928474426,0.9893022775650024,0.12570162117481232,0.0010000000474974513
0.9615384340286255,0.9882895350456238,0.12851786613464355,0.9631249904632568,0.9902617335319519,0.118477962911129,0.0010000000474974513
0.959975004196167,0.9893978238105774,0.12169860303401947,0.9649999737739563,0.9906468987464905,0.1142955794930458,0.0010000000474974513
0.9621638655662537,0.9897417426109314,0.11800701916217804,0.965624988079071,0.9915797710418701,0.10790059715509415,0.0010000000474974513
0.9641963839530945,0.9912624359130859,0.10853252559900284,0.9649999737739563,0.9913976192474365,0.10704636573791504,0.0010000000474974513
0.9651344418525696,0.9910836219787598,0.1089911088347435,0.96875,0.9916586875915527,0.10155285149812698,0.0010000000474974513
0.9701375961303711,0.9917309284210205,0.10221190750598907,0.96875,0.9917281270027161,0.09936746954917908,0.0010000000474974513
0.9698249101638794,0.9924878478050232,0.0988200381398201,0.9693750143051147,0.9923351407051086,0.09893997013568878,0.0010000000474974513
0.9696685671806335,0.9920584559440613,0.09712300449609756,0.9700000286102295,0.9922164082527161,0.09532128274440765,0.0010000000474974513
0.9707629680633545,0.9930889010429382,0.09241435676813126,0.9737499952316284,0.9924210906028748,0.09310517460107803,0.0010000000474974513
0.9713883399963379,0.9926766753196716,0.09328298270702362,0.9731249809265137,0.9922195672988892,0.09056518226861954,0.0010000000474974513
0.9717010855674744,0.9925684332847595,0.09307745099067688,0.9712499976158142,0.9920172691345215,0.0912846177816391,0.0010000000474974513
0.9740462899208069,0.993468701839447,0.08790558576583862,0.9775000214576721,0.9930179119110107,0.08778240531682968,0.0010000000474974513
0.973889946937561,0.993250846862793,0.09079474955797195,0.9750000238418579,0.9921000599861145,0.0890950858592987,0.0010000000474974513
0.9742026329040527,0.9934031367301941,0.08833475410938263,0.9750000238418579,0.9925367832183838,0.08597074449062347,0.0010000000474974513
0.973108172416687,0.9933604598045349,0.08766919374465942,0.9743750095367432,0.9923921823501587,0.08617615699768066,0.0010000000474974513
0.9740462899208069,0.9938894510269165,0.08553430438041687,0.9743750095367432,0.9928047060966492,0.08673588931560516,0.0010000000474974513
0.973889946937561,0.9941414594650269,0.08418164402246475,0.9775000214576721,0.992748498916626,0.08273608982563019,0.0010000000474974513
0.9742026329040527,0.9936338663101196,0.08364778757095337,0.9756249785423279,0.9927516579627991,0.0850282832980156,0.0010000000474974513
0.9759224653244019,0.9935968518257141,0.0827997699379921,0.9781249761581421,0.9929773807525635,0.08073125034570694,0.0010000000474974513
0.976860523223877,0.9936109781265259,0.08317413181066513,0.9762499928474426,0.9928961396217346,0.0848991796374321,0.0010000000474974513
0.9762351512908936,0.994057834148407,0.07949015498161316,0.9787499904632568,0.993135929107666,0.07908415049314499,0.0010000000474974513
0.9751406908035278,0.9936464428901672,0.0815795436501503,0.9781249761581421,0.9932225942611694,0.07911030948162079,0.0010000000474974513
0.9762351512908936,0.9945927262306213,0.07629869878292084,0.9793750047683716,0.9931672215461731,0.07875727117061615,0.0010000000474974513
0.9784240126609802,0.9949218034744263,0.07438496500253677,0.9781249761581421,0.9933225512504578,0.07884163409471512,0.0010000000474974513
0.9785803556442261,0.994394838809967,0.07469954341650009,0.9806249737739563,0.9933290481567383,0.07803764194250107,0.0010000000474974513
0.9781113266944885,0.9943410754203796,0.0765509381890297,0.9793750047683716,0.9931655526161194,0.07881221175193787,0.0010000000474974513
0.9774859547615051,0.9945362210273743,0.0773533508181572,0.9793750047683716,0.9931188225746155,0.08004844933748245,0.0010000000474974513
0.9790493845939636,0.994377076625824,0.07569240778684616,0.9793750047683716,0.9932437539100647,0.0779755637049675,0.0010000000474974513
0.9773295521736145,0.9946174025535583,0.07602497190237045,0.9793750047683716,0.9931321144104004,0.07949158549308777,0.0010000000474974513
0.9782676696777344,0.9948045611381531,0.07401852309703827,0.9793750047683716,0.9934016466140747,0.07677295804023743,0.0010000000474974513
0.9790493845939636,0.9951586127281189,0.07151448726654053,0.9800000190734863,0.9936273097991943,0.07550126314163208,0.0010000000474974513
0.9792057275772095,0.9950327277183533,0.06948220729827881,0.9787499904632568,0.9934101700782776,0.07739566266536713,0.0010000000474974513
0.9784240126609802,0.9952477812767029,0.07024405151605606,0.9806249737739563,0.9935195446014404,0.07664360851049423,0.0010000000474974513
0.9767041802406311,0.9947471022605896,0.0766885057091713,0.981249988079071,0.993319571018219,0.07804007083177567,0.0010000000474974513
0.980456531047821,0.9950585961341858,0.0679817870259285,0.9806249737739563,0.9936078190803528,0.07604579627513885,0.0010000000474974513
0.9785803556442261,0.9948488473892212,0.06850077211856842,0.981249988079071,0.9935539364814758,0.07545099407434464,0.0010000000474974513
0.9812382459640503,0.9950034022331238,0.0680253878235817,0.981249988079071,0.9935725331306458,0.07584645599126816,0.0005000000237487257
0.9803001880645752,0.9957481026649475,0.06628511846065521,0.9806249737739563,0.993819534778595,0.07368357479572296,0.0005000000237487257
0.9812382459640503,0.9952253103256226,0.06666433811187744,0.981249988079071,0.9936946034431458,0.07420451939105988,0.0005000000237487257
0.979518473148346,0.9955176115036011,0.06818150728940964,0.9818750023841858,0.9937868118286133,0.07395000755786896,0.0005000000237487257
0.980456531047821,0.9954612851142883,0.06798182427883148,0.981249988079071,0.9936733841896057,0.0748598650097847,0.0005000000237487257
0.9782676696777344,0.9956725835800171,0.06646467745304108,0.981249988079071,0.9936584830284119,0.07584745436906815,0.0005000000237487257
0.9799875020980835,0.995250403881073,0.06809993088245392,0.9806249737739563,0.9937477111816406,0.07402624934911728,0.0005000000237487257
0.979518473148346,0.994790256023407,0.06971754133701324,0.981249988079071,0.9937930107116699,0.07400394231081009,0.0002500000118743628
0.980456531047821,0.9953256249427795,0.06585253775119781,0.981249988079071,0.9937663674354553,0.07389107346534729,0.0002500000118743628
